41.917,3.0833,10.616,10.75,8.1667,10.75,6.5,0.80811,4.8333,1.9167,34.167,29.333,1.9167,7.9167,13.833,-0.082438,0.5833,4.5208,4.6667,1.1667,0.8333,0.067795,2.1667,0.5833,1.7105,-0.36963,-0.087722,0.9167,4.301,3.004,13.407,0.3333,0.25,7.0833,2.5833,3.6097,0.96344,0.5276,0.5,0.0833,0.5,0.3356,1,-0.079511,0.12211,1.1983,0.25,1.0833,0.72583,2.4167,0.022637,0.19436,2.8793,5.3497,3.5833,4.8271,0.71564,0.0833,9.9948,0.1667,1,-0.097373,0.54467,0.18961,6.3958,0.39034,0.3333,0.5,1.3333,1.7965,-0.6446,-0.095781,3.405,1.1476,2.1831,1.1699,0.65606,-0.78966,0.52081,0.3333,1.5584,9.9989,1.8568,0.14856,2.8215,0.83668,1.0335,0.87233,0.12726
34.583,3.5833,11.656,15.083,14.583,12.75,2.75,0.1667,6.1667,0.0833,43.083,17.833,6.0833,7.5,2.25,1.2131,4.71,4.9167,4.6667,2.9167,0.9167,0.23204,1,0.20962,0.73575,-0.21781,1.1649,0.75,4.6275,3.1895,14.522,2.6667,0.8333,7.75,1.5,1.6667,0.0833,0.17203,0.42635,0.5,0.5833,0.2051,0.5833,0.48651,0.080059,0.67462,0.1667,0.9167,0.12089,0.4167,0.1667,-0.1706,3.0386,5.414,3.25,5.1036,0.36098,0.0833,10.596,1.4229,1.5,0.081407,-0.054212,0.1667,6.6058,0.44294,0.0833,0.13408,2.6667,1.8141,1.3456,0.013909,3.5599,0.33433,2.1054,0.9167,0.15712,0.0833,-0.24652,0.6667,1.6581,10.608,2.5809,0.50305,3.6065,0.83614,0.37973,0.89887,0.073712
35.5,2.9167,11.759,14.833,7.25,16,0.6667,0.25,3.9167,0.71123,44.333,17.667,13.333,4.6667,0.25,0.0833,8.25,1.3333,8.8333,2.1667,3.5,0.1067,0.6667,-0.36538,1.4094,-0.063475,0.5308,0.75,4.6396,2.8602,15.453,2.6667,0.5833,8.3333,1.1667,2,3.3333,-0.055193,0.0833,0.0833,0.3333,0.62032,1,0.3928,0.04816,0.25,0.0833,0.9167,0.16512,0.3333,1.3351,0.30689,2.0948,5.1029,3.0833,5.3495,-0.18705,0.1667,10.174,2.2143,1.1667,0.87849,0.17369,0.0833,6.9064,0.37392,1.1442,0.0833,2.9167,1.6893,-0.081006,0.13444,3.5445,0.1667,1.8744,0.97347,0.75974,0.1667,0.9017,0.092352,1.7593,9.714,1.1667,-0.045414,2.7084,0.51524,0.87909,0.9719,0.051844
38.417,3.4167,11.921,10.833,4.75,12.25,3.1667,0.1667,2.8333,-0.17941,30.75,16.25,9.75,2.3333,2.7317,-0.27733,6.25,0.3333,3.6667,1.75,3.5,0.12734,1.25,0.1667,1.5302,0.4167,-0.4514,0.5,4.2764,3.1158,14.07,1.1667,0.67639,11.333,3.75,5.0372,2.8333,0.73551,0.1667,-0.37565,1,0.15953,0.6667,-0.43345,0.078513,0.0833,0.68149,0.8333,-0.018312,0.3333,1.4736,-0.50318,2.718,5.0672,0.4167,4.9254,0.23519,0.092003,10.314,2.5814,0.5,0.25709,-0.040495,-0.0098745,6.0489,0.5795,1.5838,0.6667,3.5833,1.5804,0.090563,1.0034,3.7053,0.93531,2.0538,0.8333,0.82446,0.1667,0.47986,-0.286,1.5158,9.6705,2.75,-0.30568,3.4052,0.7125,0.59394,1.1435,0.052415
33.583,3.5833,11.131,8.75,5.4167,5.0833,3.5,0.0833,3.4167,0.75,34.417,10.5,8.5833,2.75,5.3883,-1.3476,4.3333,6.1343,1.5,1.9167,1.5,0.13881,0.8333,0.4167,1.1926,0.25,-0.45801,0.5833,4.3212,2.6393,15.196,2.5,2.2082,8.8333,2.4167,10.528,2,0.50596,0.0833,0.98269,0.9167,-0.55404,1.3333,0.068097,0.076193,-0.33319,0.017197,1.1667,0.0833,4.5452,1.999,0.25,1.5147,5,-0.24508,5.5028,-0.032973,0.2569,9.9585,3.5495,1.0833,-1.0362,0.32956,0.30385,6.5948,0.19102,2.4704,0.0833,2.5833,1.8151,1.4066,0.73587,2.7326,1.6093,1.8868,0.75,-0.49118,0.1667,0.25,1.8517,1.6676,9.7725,1.3333,-0.055943,3.1109,0.68178,0.56209,0.83111,0.086022
112.08,22.333,10.679,80.583,8.5833,40,10.833,0.70707,33.083,5.9167,179.17,74.583,12.167,28.417,8.8143,0.4167,6.7042,14.176,17.917,4.25,7.25,0.072799,3.3333,12.833,1.4462,5.3874,1.112,4.25,4.5938,3.0833,15.898,10.333,2.6725,32.25,20.083,16.5,2.75,0.88635,0.5833,1.3333,2.75,0.59331,15.25,0.56383,0.11225,1.0131,0.81091,13.583,0.22472,12.71,3,0.4167,2.5833,6.1221,0.1667,5.7121,-0.14357,0.1667,11.482,6.048,1.5,0.62121,0.14802,0.84568,7.084,0.29409,4.5833,0.17507,14.75,1.7651,-0.00099223,0.62578,4.0144,2.0833,2.1336,5.8333,0.38257,2.5,10.417,2.1465,1.7429,10.667,6,0.12011,3.4777,0.87668,1.017,0.79496,0.11194
227.42,47.667,11.75,91.833,41,55.667,32.833,1.5494,47.833,4.3333,437.83,209.5,38,57.667,10.951,12.917,6.8202,18.97,17.667,7,14.833,0.081778,9.3333,45,1.1667,10.667,0.25,5.8333,4.75,0.75,15.711,23.833,3.8919,91.917,29.75,25.25,0.8333,0.53882,0.8333,1.2291,7.3333,0.4226,25.833,0.0833,0.06775,1.6606,1.0415,75.167,0.35193,19.917,1,0.4167,29.917,4.9426,0.83845,5.6274,-0.016467,0.3333,10.427,7.9789,8.0833,-0.1012,0.1667,0.82187,7.391,0.18074,5.0833,0.0833,36.417,1.8664,1.5265,0.3333,3.5833,7.3333,1.9861,3.1667,-0.03933,3.4167,7.8333,1.3212,1.7663,17.083,15.167,0.02803,3.5852,0.62759,0.65148,1.1871,0.074921
289.5,54.667,16,86.667,58.583,49.667,38.833,2.2574,36.083,14.583,464.75,277.17,48.917,45.333,13.579,18.75,7.9196,27.218,19.583,5.25,13.167,0.042069,11.25,33.167,7.4807,9.101,7.5986,10.917,7.5833,2.2629,16.019,41.5,4.6667,69,24.917,55.5,1.5,0.48068,0.69051,0.5833,0.1667,-0.013654,8.6667,5,0.060854,1.7599,0.95578,60.25,-0.0565,28.083,0.1667,3.2927,31.917,5.7601,2.1695,5.664,0.33032,0.8333,11.103,9.2466,5.5,0.0833,0.1667,0.5221,7.0356,0.44565,4.5,1.6667,33.167,1.8948,-0.17156,0.53146,5.4167,3.0833,2.1909,2.1667,0.42157,8.5833,6.9167,2.3136,1.7836,19.25,8.5,0.0833,3.3333,0.68833,0.91335,0.8885,0.061727
277.5,32.833,14.75,90.083,45.667,53.167,46.167,3.1088,32.333,8.5,542.25,231.83,57.417,74.917,16.083,43.75,10.946,32.766,4,10.333,15.083,0.0833,6.25,36.5,13.113,5.0621,13.5,9,5,3.4167,15.38,32.083,1.5833,114.58,28.333,39.833,0.8333,0.34878,0.38979,0.57522,4,0.682,6.5,2.9167,0.098888,2.4666,1.3333,24.25,0.41902,8.25,2.8333,5.6667,22.917,5.3257,3.5673,5.5833,-0.18918,0.75,10.833,10.417,7.8333,1.0833,1.6667,1.1293,7.1314,0.37193,6.25,3.9167,22.333,1.7979,0.71144,0.8333,3.25,1.4167,2.0833,3.5833,0.63805,3.6667,1.6667,2.4167,1.7643,17.583,9,1,2.9167,0.80064,0.72176,1.0362,0.093368
189.75,36,0.25,51.083,35.167,60.417,22.833,3.3369,28.833,4.1667,387.92,168.08,39.083,67.333,18.073,27.25,10.368,39.557,12.167,6.75,10,0.67404,3.0833,21.75,18.75,4.2853,7.0833,2.5833,1.3333,2.6034,15.843,11.75,1.1667,107.17,21.167,35.333,1.0833,0.5534,0.0833,0.25,5.5,0.1667,3.75,2.0833,0.1048,3.4943,2.3333,29.25,0.34648,7.673,0.8333,9.6667,7.6667,5.0242,4.6667,6.8333,0.23139,0.80711,11.5,2.0833,5.4167,1.5833,1.0833,1.3493,6.9847,0.32243,5.9167,2.75,17.667,1.814,0.17421,1.25,2.5,0.9167,1.8184,3.3333,0.25,1.1667,0.5833,1.9167,1.7297,20.083,10.417,0.5833,2.25,0.77507,0.98064,0.73719,0.093509
358.5,34.75,3.25,138.67,18.583,99.75,50.083,4.4662,50.833,8.75,723.33,191.33,94.25,74.833,21.04,14.167,12.715,46.083,37.083,12.333,21.25,2.0094,1.9167,17.417,100.75,1.5,22.75,7.4167,2.5871,1.6386,16.059,9.25,0.8333,114,18.5,1.6667,1.5833,0.64254,-0.15818,19.5,2,7.3333,6,5,0.097845,3.5749,7.4167,36.5,0.36717,6.1292,4.9167,16.833,8.3333,5.636,5.5833,14.167,0.13477,0.59824,9.0833,3.6667,2.6667,7.4167,8.6667,1.0799,7.5348,0.35669,8.5,1.25,29.667,1.8743,0.56822,3.8333,5.5,0.1667,1.8048,3.25,15.75,3.0833,0.0833,0.9167,1.7343,30.75,13.333,3.6667,10,0.77548,0.68055,1.1929,0.04078
269.08,96.083,14.333,229.5,23.083,115.58,44.333,4.6325,59.333,22.25,659.25,136.58,105.58,70.667,23.72,15.667,14.773,10.083,35.75,16.25,21.917,2.6402,1.8333,23.583,41.333,1.2358,25.583,7.5833,3.943,0.4167,15.288,15,1.4838,94.25,31.583,2.8291,4.4167,0.62868,0.56303,8,1.1227,3.3333,9.9167,11.75,0.040418,3.218,3.1667,36.25,0.20124,5.404,2.9167,7.4167,4.1667,5.0255,9.2708,8.0833,-0.098943,0.33467,10.5,1.3333,2.4169,6.4335,4.5833,2.1061,7.1082,0.3333,0.5,0.25,36.917,1.8457,0.88323,4.4167,6.0833,0.6667,1.3222,1.4356,7.5833,7.75,1.2602,0.5833,1.6979,26.917,11.417,2.7982,4.0833,0.82113,0.59779,1.0931,0.14785
192.92,112.58,13.5,245.83,29.167,135.25,52.5,5.7506,77.417,11.75,779.17,195.33,27.667,94.75,25.396,7.3333,15.152,7.7969,27.583,19.333,29.167,3.6131,0.75,29.583,64.417,1.8977,23.917,6.5833,4.9938,1.5417,15.663,12.417,1.9387,127.17,26.083,1.4152,5.0833,0.21952,0.39966,2.8333,2.7864,7.9167,36.25,11.583,0.091888,4.207,2.75,32,0.069396,4.1943,1.4167,5.9167,2.75,5.3668,10.682,1.25,0.28287,0.41518,17.583,3.0833,1.4963,4.1194,0.8333,1.7456,7.2017,1.4167,1.6337,0.43082,47.667,1.747,0.00020962,2.5833,5.0188,5.25,1.2318,0.25,6.9167,3.6667,0.94273,1.3333,1.7345,35.417,19.083,2.4742,5.5,0.77323,0.66444,1.0921,0.035475
244.08,147.58,18.75,210.67,58.833,134.17,27.25,6.3333,90.167,15.417,642.25,252.08,170.08,101.67,29.084,43.667,16.833,2.801,25.667,15.25,16.583,4.3035,18.333,23.75,70,1.75,22.667,7.9167,6.3333,2.3127,15.972,5.5,2.5,111.58,15.75,2.0911,3.9167,0.39216,0.47601,9.8556,2.25,6.8333,21.583,2.8333,0.11083,5.4152,4.3333,24.75,0.34044,2.4063,1.0585,7.25,1.5,4.8151,13.611,4,0.12835,0.3583,13.583,2.25,1,2.7532,1.3837,1.8438,7.1667,6.5,3.1396,0.1264,48.5,1.8281,0.5,0.1667,3.713,3,0.88017,1.1667,28.417,4.8333,0.46635,4.4167,1.7678,31.5,19,1.4979,3.232,0.78232,0.87623,0.8753,0.085464
252.67,161.92,23.917,183.33,102.58,121.08,55,5.8333,77.583,6.0833,530.08,275.75,172.33,62,30.842,28.417,12.333,0.1667,29.083,13.833,8.75,5.2725,27.583,43.917,79.25,1.5493,54.25,10,10,3.0833,15.75,5.1667,2.0833,81.917,15.333,2.5,4.4167,0.5,0.44541,17.491,0.75,3.3333,12.417,5.9167,0.031252,5.2049,3.8333,24.25,0.3333,1.8333,1.0605,3.4167,0.0833,5.3333,16.667,5.5,0.16504,0.18377,17.333,0.75,1.5833,1.0833,1.8196,2.2631,2.3333,7.75,4.0454,0.3333,62.917,1.8929,7.3333,1.75,2.532,3.8512,0.92146,4.8333,34.417,7.5833,1.4453,3.5,1.7485,31,27.917,1,3.0768,0.73066,0.75,1.159,0.073017
264.42,73.833,20,164.33,116.75,115.33,57.583,5.3333,106.75,4.8333,665.25,215.25,330.33,64.333,33.5,58.917,17.25,8.6667,27.5,10.333,6.75,6.18,18.25,42,63.917,1.2555,27.417,11.833,5.25,2.6667,12.917,7.6667,1.8333,57.167,15.333,54.25,7.6667,0.3333,0.6989,24.333,2.0833,5.3333,7.75,5.0833,0.12273,5.75,2.6667,25.5,0.2076,2.0833,0.56472,4.1667,0.0833,29.583,18.667,5.9167,0.0833,0.17626,21.917,5,5.6667,8.5833,2.7145,2.3333,3.1667,2,5.9624,3.9167,33.667,1.815,5.355,4.75,1.3223,4.25,0.39215,7.75,10.5,16.917,1.6667,3.25,1.7811,27.333,25,3.4167,0.75,0.71631,6.3333,1.0133,0.079385
321.5,76.833,31.667,165.67,71.583,121.92,96.083,10.583,70.583,4.9167,952.58,364.42,389.33,71.417,84.833,51.5,25.917,31.333,30,21.5,17.333,7,16.167,54.333,88.667,1.1667,24.167,7.0833,4.6667,3.75,15.583,7.5833,3.6667,77.583,16.833,132.92,8.3333,1.7236,0.77819,14.167,24.917,4.25,18.25,1.1667,0.066342,17.5,1.9167,28.917,0.032694,9.4045,0.4167,9.1667,2.202,39.167,6.6667,4.25,2.8333,0.0833,26.75,10.917,7.4167,11,2.9869,3.1667,6.25,0.8333,7.1667,3.6667,53.75,1.8147,3.6084,5.25,0.0833,21.75,0.34859,11,6.25,4.0833,5.6667,3.8333,1.7503,31.583,31.917,1.6667,13.417,0.72213,11.25,0.88191,0.098336
248.75,71.5,18.667,122.42,42.917,64.583,43.833,16.083,61.333,1.8333,533.5,240.17,253.83,39.667,87.083,32.5,29.417,32.75,21.917,16.083,12.5,2.5,15,29.417,86.917,28.5,9.5,5.0833,1.8333,6.1667,18.75,9.6667,5.6667,82.833,9.9167,67.417,8.9167,2.4949,0.81302,40.5,18,1.9167,18.583,1.1667,0.0833,12.5,0.9167,14.75,0.0833,16.25,6.8333,17.167,3.3333,23.5,21.75,3.3333,5.1667,0.8333,32.833,2.1667,7.6667,13.5,3.5833,13.75,4.1667,2.3333,5.25,1.6667,86.833,1.8333,2.25,3.75,1.1667,21.75,0.0833,6.5,3.5833,1.1667,2.1667,6.6667,1.75,19.25,26.583,2.0833,9.8333,0.75,16.5,1,0.0833
366.92,31,23.833,182.08,28.083,101.75,102.75,14.333,61.833,5.5833,577.08,232.33,322.75,92.917,76.583,48.25,60.75,39.75,27.083,20.417,21.5,14.5,26.333,20.25,305.17,61.917,15.5,18.583,2.75,6.25,37.417,16.583,9,122.42,13.833,41.333,16.167,3.8039,1.1244,17.333,38.5,4.5,12.417,1.5,0.5833,28.25,1.1667,23.75,2.5,15.083,7.0833,26.25,6.25,26.5,12.583,4.5833,7.3333,0.39946,43.083,2.3333,13.417,26.833,4.4167,21.333,11.417,4.4167,2.8333,9.4167,62.25,0.1667,39.083,11.5,9.5,15.5,2.1667,12.917,6.75,4,6.75,3.5833,1.1667,24.667,19.417,5.1667,7.8333,1.1667,4.8333,4.5,1
310.17,27.917,61.167,134.92,76.667,67.833,58.667,11.417,57.667,16.417,697,178.67,388.33,137.75,54.5,74.083,150.33,61.75,68.583,25.833,9.75,8.8333,31.417,20.917,205.33,43.583,26.75,16.583,3.4167,2.5,41.083,36.333,5.6667,65.25,1.25,20.667,15.333,4.805,0.97195,34.667,40.25,5.0833,43.333,24.417,1,36.833,4.75,14.833,10.167,10.75,8.6667,29.25,6.3333,39.5,8.1667,9,6.8333,0.0833,37.583,1.0833,7.75,20.333,5.1667,20.417,6.5833,9.5833,8.1667,22.333,205.33,0.8333,45.833,23.333,6.7466,11.833,4.25,6,15.583,2.75,4,8.75,2.8333,35.75,19,4.1667,11.833,0.3333,5.4167,5.9167,1.8333
308.42,33.167,43.167,137.67,145.83,103.17,84.583,20.167,90,25.917,790.75,261,407.75,113.67,122.5,141.42,130.5,60.5,131.25,20.583,23.417,9.3333,96.667,115.33,172.17,81.25,86.583,22,7,2.8333,40.25,20.917,5.9167,96.75,6.384,113.67,10.333,5.9167,1.1809,70.667,37.333,8.9167,37.417,40.833,1.0833,48,7.3333,18.917,33.917,18.833,8.0833,27.917,13.083,95.083,20.833,7.4167,5.8333,0.5,41.667,0.6667,6.6667,23,6.4167,25.333,11.75,7.4167,33.333,55.167,239.92,0.5,21.833,18.25,4.1406,14.667,5.6667,4.6667,36,4.4167,63.167,26.25,3.4167,34.333,24.25,16.417,27.833,2.25,22.5,7.0833,3.6667
287.33,59.5,47.667,150.58,134.25,103.17,68.833,12.583,57.083,10,663.5,267.25,254.42,69.417,111.92,71.917,49.167,126.08,83.417,33.75,20.667,8.5833,57.25,36.25,69.25,48.333,48.75,14,5.25,25.833,16.25,4.6667,6.5833,64.25,11.283,117.83,8.1667,11.583,1.2016,41.583,35.333,3.9167,26.25,16.833,0.3333,37.917,10.083,25.583,17.167,15.75,14.083,13.833,16.75,81.917,14.167,3.1667,10.667,4.8333,43.167,0.8333,9.6667,18,4.75,39.25,14.167,6.9167,18.417,32.667,213.33,0.25,33.083,12.833,1.5,12.917,11.667,9.8333,29.667,3.3333,41.083,19.417,2.75,38.25,73.083,23.167,15.667,2.4167,12.167,7.75,1.25
294.08,57.583,24.083,135.33,137.83,125.83,53.083,11.333,48.333,8.6667,510.5,284.92,203.92,92.833,86.25,56.333,35.583,109.17,63.75,21.667,12.667,4.5833,57,30.333,60.083,19.583,32.5,6.5833,3.25,16.583,10.333,9,4.75,50.25,16.667,58.417,6.5833,4.25,1.3333,40.083,21.833,2.3333,25.583,11,0.5,48.667,8.75,37.167,17.667,10.333,13.917,21.75,18.583,41.167,14.583,3.6667,10.5,2.5,34.5,0.25,11.5,19.667,4.4167,18.25,13.083,6.3333,8.4167,22.167,239.5,1.25,28.333,9.8333,10.833,8,6.25,5.6667,8.9167,4,11.417,9.8333,1.8333,32.25,60.667,16.167,14.5,1.0833,10.083,6.9167,0.6667
313.67,49.5,45.667,91.5,122.92,94.583,32.417,6.6667,32.5,5.0833,305.17,207.42,173.67,53,88.167,18.917,5.9167,59.75,26.167,15.333,13.417,3.1667,51.417,25.417,42.333,14.75,15,3.0833,2.25,5.4167,5.3333,1.1667,1.6667,46.5,26.667,25.333,14.5,3,3.5,25.083,20.583,2.3333,14.5,9.75,0.25,12.417,8.5833,26.75,9.3333,7.1667,13.667,36.333,21.083,31.667,12.667,2.5,18.167,1.9167,25.333,0.5,11.167,10.583,4.1667,14,5.5833,4.4167,2.5,12.167,216,7.5,28.25,3.25,8.0833,4.75,9.1667,4.6667,7.0833,2.0833,6.8333,25.25,0.6667,24.417,19.75,7,21.333,0.5,7.3447,6.25,0.6667
342.58,34.833,39.333,146.08,51.5,55.167,55.833,8.5833,28,4.5,246.75,102.58,133.75,73.583,103,18.25,33.417,32.333,30.167,11,7.25,3.75,50.5,12.917,27.917,9.75,8.6667,5.5833,3.75,7.25,2.4167,1,2.4167,42.333,18.917,17.917,16.917,3.4167,2.75,13.167,7.8333,6.75,5.5,8.9167,0.1667,9.0833,6.6667,22.833,16,9.5833,19.5,19.25,29.5,12,15.333,1.5,3.6667,2.5833,20.917,0.6667,15.75,11.667,5.8333,11.917,3.75,4.75,2.75,8.9167,110.83,3.0833,24.5,5.5833,9.4167,2.75,5.5833,3.0833,14.5,0.5833,4.75,8.1667,1.3333,20.333,5.9167,3.6667,5.4167,0.3333,4.472,4.1667,1.5833
