237.33,81.083,0.07312,22,80.5,34.25,58.833,12.023,53.417,4.75,175.75,112.92,22.667,32.583,1.4785,4.9167,42.285,12.833,10.833,4.5833,8.6667,4.5833,2.5934,0.0833,18.167,7.6829,8.6667,12.75,41.083,0.1667,20.703,9.9401,0.0833,19,0.20211,6.8333,16.019,3.5833,13.667,0.1667,3.1667,-0.038721,1.3333,17.455,1.4167,2.3333,0.84226,1.1667,3.3333,26.333,2.3065,1.0495,0.0833,0.65189,4.1667,0.67638,4.6667,8.0063,0.41379,6.1469
229.67,80.833,0.0833,33.75,82.75,38.167,37.167,11.083,49,0.9167,183.92,111.58,4.1667,31.5,1.0045,9.3091,42.917,12.917,12.667,4.25,7.25,0.3333,2.9601,-0.46361,22.167,7.0549,6.4167,11.417,51.667,0.5,21.417,10.027,0.5833,23.583,0.36424,6.9167,16.769,3.9167,16.917,1.4167,3.5,0.35367,1.25,17.536,0.4167,3.75,1.5628,2,3.5,32.5,2.6969,1.3333,8.5,0.68495,4.4167,0.73765,1.9167,6.2407,-0.036797,7.4255
201.08,87.333,6.3965,44.5,86.167,42.583,31.167,17.667,49.083,2.0076,208.08,112.25,0.0833,27.917,1.3333,12.417,23,12.583,15.667,7.6667,7,1.4596,3.9359,1.4956,16.083,7.491,6.9167,13,54.083,1,20.083,9,1.3099,14.5,0.53013,8.75,16.076,5.25,17.417,2.5272,3.0833,0.088026,1,16.116,0.67863,4.25,1.0872,1.7521,1.75,38.833,1.5218,0.5,1.0833,-0.13716,5.4167,0.52442,1.0833,6.5239,0.25,6.6444
254.33,90.833,14.241,49.75,74.917,43.833,55.583,12.917,65.917,1.9144,244,114,1.0613,29.75,1.5508,16.417,7.5833,19,16.583,6.5,7,3.2938,4.1831,2.2172,23.75,7.6952,6.5,2.9167,61.25,1.0833,21.276,12.833,0.39871,18.667,0.16744,8.6667,16.123,4.3891,17.5,6.6628,0.8333,-0.24674,0.5,17.425,1.2384,5.5,0.88949,0.38029,0.5833,47.583,3.0092,-0.65933,8.3333,1.2711,8.6667,-0.028479,0.90793,7.8221,0.25,6.0252
217.67,87.583,20.017,47.75,84.25,21.5,60.333,8.5,35.917,2.5833,251.75,108.08,1.9551,31.167,0.028684,13.167,10.901,17.083,12.917,6.8333,7.0833,4.75,1.4045,1.2555,22.917,7.6565,9,0.25,63.667,1,25.199,12.833,0.027494,14.333,0.71256,4.0833,17.456,3.6621,18,6.1303,0.9214,0.038569,0.6667,16.652,2.4241,5,0.8083,0.1667,1.4167,54.583,1.3652,1.4167,8,-0.71549,6,0.5,2.6489,7.2849,0.4167,6.8917
285.5,73.667,27.675,52.417,38.583,37.083,47.583,8.2045,81.667,4.5,204.5,138,0.45375,41.833,0.25,10.151,12.575,18.167,14.583,7.6667,6.6667,11.583,4.4867,2.9795,20.75,7.2918,9.5833,5.2652,60.083,1.6667,27.75,12.25,0.5,0.5833,0.43824,4.8333,15.454,1.9303,15.583,8.5833,0.7365,0.13523,0.8333,16.051,2.6024,5.9167,0.94582,8.8333,0.93703,61.167,2.5032,2.8333,11.583,0.54373,7.0833,1.0833,2.192,7.0833,0.75,6.5981
463.33,96.417,34.75,147.67,110.67,81.25,57.833,8.5399,132.08,5.6667,366.17,303.42,1.1027,98.167,26.417,7.9782,16.103,16.417,27.5,11.167,10.083,16.333,3,3.25,26.667,7.5,12.5,12.65,70.167,6.0833,37.5,10.583,0.12178,14.583,0.54661,17.833,16.637,1.2872,30.833,3.5833,0.94213,0.27751,1.5,17.662,3.5941,6.5833,1.3499,7.75,0.1667,79,2.3354,7.1667,20.333,0.62799,8.1667,4.9167,2.6877,16.583,9.9167,7.146
647,165.92,50.083,179.75,138.5,124.92,118.08,8.4749,116.83,8,502.92,304.17,0.73177,103.58,28.917,5.626,17.866,15.167,20,15.25,11.5,33.917,9.9383,1.4167,23.583,13,14.5,18.083,63.333,11.667,35.833,12.417,0.25,0.4167,0.37174,15.167,16.583,0.0833,39.917,0.1667,0.3392,0.071218,1.5,16.97,3.9295,6.9167,0.9167,6.75,1.1667,81.5,2.4854,23,11.083,0.43436,7.8333,7.1667,3.4846,24.333,3.6667,6.6667
504.5,162.58,43.833,142.42,153.75,197.83,175.5,8.2961,138.08,14.833,650,315.5,1.5,92.083,34.917,2.569,20.805,3.9167,33,13.167,7.0833,33.417,17.922,48.667,28.25,10.167,16.167,14.833,79.25,7.0833,40.25,11.333,2.1201,3.6667,0.56356,13.5,3.8333,0.6667,35.583,3.0833,0.40008,0.0833,1.0833,17.083,4.6667,8.5,4.0833,8.3333,2.25,93.5,2.25,3.75,11.417,0.06179,6.5833,1.5,3.8333,23.083,30.583,4.6667
353.92,163.75,0.6667,102.17,134.75,101.92,117.58,8.194,147.75,10.75,585.25,307.83,0.6667,84.25,22.75,0.1667,24.261,12.667,27.5,15.083,1.9167,18.333,24.167,48.917,21,3.25,11.167,10.917,98.833,6.5,32.167,9.75,3.7672,23.5,0.4167,13.917,2.3333,0.5833,30.583,1.9167,0.3333,0.4167,1.2376,24.583,1.8333,3.5,14.5,7.4167,5,88.917,1.6667,2.3333,10.667,0.3333,4.9167,0.5,3.5,19.5,30.167,16.417
647.67,212.67,14,194,132.08,139.92,145.67,8.2089,191.33,9.75,1002.2,359.5,17.75,95,32.583,0.49396,26.25,34.25,33.917,13.417,1.4167,25.25,108.08,53.083,31.417,3.6331,12.167,0.8333,147,4,2.8333,10.417,5.6667,9.5,4.5833,17,1.5,3.5833,39.917,11.583,0.5,2.8333,1.2568,21.833,1.75,3.0085,5.8333,2.9167,1.8333,133.92,6.9167,0.1667,7.5,11.833,11.75,0.1667,3.6667,16,35.083,2.1667
554.17,194.92,36.667,175.75,123,125.58,147.17,8.5445,206.33,7.8333,878.58,366.58,39.968,107.25,30.083,0.04209,16.083,25.667,35.417,12.917,1.1667,24.667,76.333,37.833,34,3.7138,9.5,3.4715,185.5,24.417,5.0489,14.333,9.4167,11.426,7.25,16.583,0.9167,9.75,37.583,5.0833,1.2871,3.5833,1.0009,21.083,1.0833,2.1508,5.676,0.4167,0.8333,165,5.75,2.5,4.1232,16.583,14.25,0.54443,0.9167,22.333,45.5,6.5
459.58,195.42,43.333,176.33,145.17,143.67,145.83,7.4452,192.92,8,1072.2,355.33,64.233,119.75,13.5,0.1667,10.997,36.083,37.333,16.417,0.5833,23.5,107.33,36.417,37.417,3.6435,13.833,5.7034,178.83,24,5.1722,8.25,1.5833,12.009,8.8333,14.75,0.75,11,35.333,2.9167,2.1516,6.25,1.4534,21.667,1.6667,0.96857,5.7465,0.85327,0.486,241.92,3.6667,13.583,0.4167,11.75,16,0.98637,6.1667,20.25,41.25,2.9167
630.83,218.33,39.833,189.33,151.75,177.83,95,8.0833,175.08,6.5833,1133.1,302.17,86.833,128.75,37.5,34.417,6.7532,63.583,43,22.917,20,34.5,148.42,49.25,36.833,4,8.6667,8.8333,195.17,23.75,6.7605,4.5833,8.8999,13.917,10.25,17.5,2.8333,10.667,41.583,2.1257,3.2522,5,1.4722,14.833,2,0.75,6.1117,2.1077,0.036525,270,0.9167,8.4167,1,10.75,11.167,1.0413,12.5,17.167,41.667,2.9765
734.5,219,40.833,196.25,169.75,161.33,152.75,12.333,177.58,8,1379.8,319.92,184.58,110.58,22.75,43.083,2,76.833,39,22.583,40,31.333,167.08,66.25,37.5,6.5,12.5,15.75,184.08,23.833,8.8333,5.5,15.614,5.9167,8.5833,29.333,6.9167,11.583,38.917,2.5969,4,4.6667,1.3004,21.083,2.75,0.8333,5.5833,2.7924,0.25,271.83,1,6.7901,6.25,6.4167,19.917,0.97664,14.833,31.333,43,3.6099
780.17,227.17,49.917,242,169.33,171.92,151.83,14,190.5,5.5833,1321.6,325.67,206.67,101.67,61,47.833,15.417,68.333,55.083,23.167,43.25,41,185.75,55.917,35.583,9.9167,11.333,18.583,186.58,18.5,40.417,5.4167,23.167,13.333,8.1667,36.917,3.6667,11.75,46.917,1.3601,3.8333,3.8333,1.4999,26,2.4167,8.4167,54.417,3.9133,7.75,303.92,4.9167,6.0833,13.25,9.9167,17.25,1.8333,18.417,30.167,40.583,4.0833
704.17,241.83,46.583,234.33,178.67,164.83,138.58,11.333,188.33,9.3333,1550.4,370.17,224.25,108.58,67.833,59.333,51.333,67.75,61.75,20,43.417,44.583,190.42,57.833,33.5,7.9167,16.833,13.833,232.67,18.167,61.333,16,24.833,65.667,8.5833,28.5,7.5833,10.667,49.25,1.25,4.5833,2.5,1.508,38.167,2.5833,2.3333,100.17,4.5833,8.75,292.5,6.8333,11.917,20.583,11.333,23.75,5,26,31.167,44,11.083
755.5,230,53.25,216.92,146.33,108.42,138.58,20.083,159.25,6.6667,1689,358.83,238.25,126.08,41.333,69.833,62.75,79.333,55,10.833,61.917,60.167,183.75,53.167,35.25,7.6667,29.167,12.5,212.58,16.583,73.833,22.833,18.917,93.167,5.8333,26.833,9.1667,7.0833,42.25,28.083,14.25,2.4167,1.5833,37.917,2.3333,2.0833,59,7.9167,8.5,262.33,9.3333,11.083,17.167,10.667,21.5,3.5833,25.667,30.333,40.167,10.75
651.67,179.67,68.5,197.75,127.17,81.25,141.17,15.667,148.33,6.5,1536.6,316.42,245.42,104.33,57.417,61,58.5,58.833,39.667,4.8333,52.833,50.167,153.67,51.583,33,6.8333,28.5,8.1667,184.17,13.417,76.917,16.917,13,50.833,8.5833,19.417,6.3333,6.5,39.417,12.917,11.667,4.25,1.1667,23.5,3,0.8333,57.667,9.0833,12,265.25,7.75,9.9167,16.667,3.5833,16.417,9.5,22.75,22.917,38,13.083
520.58,163.83,64.583,182.17,148.83,54.583,143.33,11.917,126.67,8.3333,1102.9,305.08,252.33,101,73.583,63.167,64.417,45.083,30.833,3.1667,47.833,49.583,91.833,39.333,28.667,5.25,20.5,8.5,129.17,1.5,68.417,12.25,12.75,55,8.4167,27.333,3.1667,7.1667,40,5.4167,10.75,8.1667,0.97796,25.333,2.75,1.25,51.167,5.0833,9.9167,355.5,11.25,7.0833,10,7.3333,14.417,14.917,19.667,19.75,29.583,9.25
469.58,152.67,65.167,52.5,144.25,53.833,146.42,16.667,131.08,5.5,1049.6,279.33,261.25,69.75,61.167,63.167,46.167,38.833,31,7.5,42.083,43.167,131.83,33.25,23.083,4.9167,12.5,7.5833,110.75,2.7561,83.75,12.333,11.75,35.75,6.75,23.583,5.1667,6.8333,31,3.25,8.3333,3.6667,0.3333,29.917,2.3333,6.1667,41.167,4.3333,8.3333,334,9.3333,5.8333,11.083,5.9167,11.417,18.583,19.417,20.333,26.917,7.1667
482.33,163.42,64.167,220.08,158.83,58.75,162.33,17.75,103.92,27.667,998.5,271.17,286.42,57.75,86.083,75.333,48.917,39.417,31.25,7.5,50.75,58.583,115.75,41.667,27.667,5.8333,2.5,8.3333,106.92,4.4129,52.417,8.1667,12.167,60.25,7.4167,19.917,9.8333,7,29.833,13.667,10.25,4.9167,2.5833,26.25,2.4167,15.417,47.583,4.0833,8.5833,365.25,11.5,6,7.6667,5.9167,7.4167,13.75,17.583,20.75,34.5,6.4167
460.25,137.33,52.25,204.58,126.67,70.667,145.67,17.333,110.92,14.083,1024.2,236.67,251.58,78.083,87.417,71.417,44.833,42,32.25,4.1667,42.833,48.833,119.92,43.833,31.667,3.8333,3,7.3333,119.5,5.9167,55.5,3.8333,10.667,69.417,4.4167,25.667,8.6667,6.5833,25.917,13.917,11.667,1.75,3.25,32,2.5,5.75,65.583,5.3333,5.4167,354.42,6.5,3.75,9.0833,6.4167,8.8333,9.75,19,24.083,27.667,3.5833
159.25,56.667,15.167,64.583,42,45.833,43.333,13,40,3,192.83,62.667,89.917,20.083,25.25,13.833,46.583,22.25,8.5,3.9167,12.5,9.0833,40.75,16.833,15.75,3.6667,0.75,5.4167,30.5,6.5,24.333,6.1667,10.5,22.917,1.4167,5.5,1.8333,1.5833,10.167,13.75,8.25,1.6667,2.0833,7,1.4167,0.1667,20.583,2.9167,2.9167,103.5,3.1667,4.5,6.25,3.8333,4.25,2.1667,8.3333,5.0833,9.8333,3.1667
164.08,61.917,14.667,67,47.417,38.833,44.167,13.333,36.75,3.4167,206.83,64,91,22.583,30.083,14,43.583,21.583,10.167,4.5833,12.917,9.4167,37.75,20.083,15.083,3.8333,0.8333,5.3333,30.583,5.75,26.167,7.25,10.583,21.417,2.3333,5.0833,2.6667,2,9.5833,13,5.3333,2.1667,1.0833,7.3333,1.4167,3.3333,24.25,4,3.3333,95.833,5.6667,4,5,3.5833,1,3.1667,10.5,6.25,11.667,3.25
154.83,55.333,15.083,67.75,43.417,37.75,46.833,10.417,41.917,2.25,210.67,65.833,94.833,25.667,25.25,13.25,39.333,22.167,12.083,3.75,14.667,11.583,42,21.25,16.917,4.25,2,5.8333,34.833,5.1667,25.833,7.5,11.5,21.167,2.25,4.75,2.75,2.25,11.083,17.333,6.6667,2.1667,1.5,7.25,2.0833,2.3333,20.75,1.9167,3.4167,107.42,4.8333,3.25,5.9167,4.4167,2.0313,1.8333,8.5833,7,15.333,4.6667
143.42,60.833,14.833,65.333,43.583,39.917,49.167,13.167,44.167,3.1667,208.67,54.917,99.583,28.5,24.667,11.25,37.333,23.083,10.583,4.1667,14.667,8.75,35,18.75,15,4.3333,3,5.1667,31.833,6.5,20,6.1667,10,21.417,1.5,3.75,2.1667,2.4167,12.833,15.75,5.4167,2,1.9167,7.3333,1.4167,2.25,18.667,3.5833,3.75,106,4.0833,4.0833,3.8333,3.25,1.8333,2.5,9.6667,6.3333,13,3.6667
142.17,60.083,14.917,67.167,45.75,42.083,47.833,10.083,43.5,2.8333,226.33,55.167,107.58,28.333,28.333,9.5,33,22.833,10.167,2.5,12.25,8.75,37.833,21.167,16.083,2.8333,2.4167,4.6667,33.917,4.75,22.75,5.4167,8.6667,25.75,1.6667,4.1667,3.1667,2.25,10.917,18.5,6.4167,2.4167,2,8,2.25,2.75,22.083,3.0833,4.25,108.67,4.8333,4.5,6.3333,3.0833,0.9167,1.8333,9.25,5.9167,12.583,5
133.67,58,13,61.5,45.5,38.25,45.917,10.583,37.75,2.1667,209.42,50.333,104.17,23.917,27.083,9.25,30.833,20.083,9.1667,2.1667,10.167,9.6667,35.083,18.583,14,4.5,1.3333,5.25,33.25,3.9167,20,4.0833,10.083,19.917,1.5833,4.75,3.0833,2.1667,10.5,17.417,4.9167,1.5,1.0833,6.75,1.6667,2.5833,19.583,3,3.6667,105.25,3.6667,4,3.9167,3.25,1.0534,2,7.9167,5.9167,12.333,3.1667
129.17,54.583,14.083,57.25,39,41.083,47.5,10.75,35.667,2.25,185.83,48.833,108.08,25.833,25.917,9.4167,27.583,19.667,8.8333,4.5833,10.417,7.25,32.917,17.167,14.167,2.3333,1.1667,4.8333,32.583,3.75,17.917,4.9167,7.5833,22.917,1.5833,2.25,2.6667,2,8.75,16.917,5.9167,1.8333,1.3988,6.5833,1.4167,1.6667,19.5,1.9167,3.1667,104.33,5.5833,2.8333,3.4167,2.9167,1.6224,1.1667,9.5,7.0833,13.833,2.5833
135.83,53.75,15.417,62.083,43.417,42.333,48.667,10.583,40.5,2.5,190.75,46.833,93.667,23.583,26.75,9,23.583,20.417,6.9167,3.8333,11.5,7.1667,34.25,16.75,10.75,3.25,0.8333,5.0833,32.583,3.9167,18.833,6.5,8.8333,26.417,1.8333,3,2.5833,2.25,8.4167,16.417,5.5833,1.5,1.569,6.0833,1.5,2.75,19.167,1.6667,3.1667,94.5,3.6667,3.25,2.75,3.75,0.25,1.25,9.5833,6.75,11.667,3.5
112.42,46.75,13.167,56.917,40.833,31.083,49.583,11.5,33.833,2.5833,168.67,43.167,84.417,21.667,23.5,7.1667,22.417,17.167,5.0833,4,9.75,6.3333,30.75,15.5,10.25,4.3333,1.8333,3.25,25,4.8333,16.5,5.0833,5.8333,24.167,1.8333,2.0833,1.5833,1.3333,7.0833,18.917,4,0.5833,1.307,5.25,1.25,1.8333,15.833,1.5,3.0833,91,4.0833,3.9167,1.5,2.4167,5.0833,1,11,3.6667,10.417,3.4167
113.5,48.5,10.75,47.917,41.167,27.583,51.917,10.667,30.917,2.5,171.75,44.917,80.833,19.333,25.25,5,17.75,17.25,6.8333,3.3333,9.5833,6.3333,29.25,14.667,8.25,3.4167,0.9167,4.6667,27.167,3.8333,16.083,4.8333,5.8333,23.833,1.0833,3,1.5,1.8333,8.3333,17.167,3.75,0.5833,1.1667,5.1667,1.75,1.9167,16.083,2.75,3.5833,86.083,1.9167,2.5,0.81016,2.0833,6.9167,1.1667,13.583,3.4167,9.8333,3
109.67,49.083,12.833,49.833,37.25,29.083,50.167,9.8333,32.583,1.5833,162.17,43.333,74.333,13.667,20.333,4.6667,17.833,16.833,6.6667,2.3333,9.5833,5.6667,29.75,17,9.4167,3.25,0.5,5.4167,26.25,2.5,14.25,4.6667,8.6667,20.25,0.9167,2.75,1.4167,1.4167,7.5833,19.25,3.9167,0.6667,0.75,5.25,1.0833,1.75,14.75,1.6667,3.3333,84.667,3.5,3.0833,1.5695,2.4167,6,0.9167,9.25,3.5833,10.167,3.25
94.417,48.417,13.583,53.667,37,30.833,50.083,7.8333,28,2.4167,161.83,39.167,74,16.417,17.833,3.75,18.833,16,5.5833,2.75,9.0833,5.1667,29.083,15,9.4167,3.6667,0.75,4.0833,26.5,4,16,4.3333,9.1667,20.25,1.0833,2.5833,1.6667,1.6667,6.9167,21.667,4.4167,0.5,0.9167,3.75,1.5833,1.4167,15.583,0.5833,3.0833,77.5,1.75,4.6667,1.25,2.1667,5.9167,0.3333,8.5,5.5,9.4167,1.9167
105.58,50.5,11.333,53.083,37.333,28.75,52.167,6.5833,35.917,1.9167,163.67,39.417,73.167,14.833,21,5.3333,18.5,18.083,5.1667,4.0833,10.167,4.3333,29.833,14.083,8.9167,4.5833,0.75,3.9167,28.333,3.75,17.333,4.3333,6.0833,21.583,1.1667,1.75,1.5,1.8333,7.3333,22.833,4.5833,0.1667,1.5833,2.9167,1.25,2.3333,17.25,0.25,1.9167,88.5,3.75,2.5,3.5833,2.0833,6.6667,0.8333,9.8333,4.4167,7.6667,1.5
101.75,48.333,6.0833,47.833,37.083,33.25,46.167,6.1667,30.417,1.9167,165.67,37,73.25,13.667,18.417,5.3333,17.583,17.5,5.25,3.75,11.25,5.0833,27,14,7.5,3.1667,0.8333,4.0833,23.167,3.3333,17.333,4,5.75,20.583,0.5833,1.5,1.3333,1.3333,8.5,20.333,3.8333,0.58011,1.3333,3.75,0.75,1.6667,18,0.0833,2.6667,80.333,4.5,3.4167,3.3333,1.75,6.9167,0.77656,8.4167,5,9.75,3.5
90.583,44.25,9.1667,44,32.667,32.5,37.833,6.5,31,2.6667,156,34,62,13.167,17.083,5.5,14.333,15.417,4.5,3.3333,8.25,3.5833,25,13.083,8.0833,4.0833,0.8333,4.1667,22.583,2.9167,15.833,3.75,5.5,20.333,1,1.25,1.6667,1.4167,6.1667,22.167,3.6667,0.75,1.3333,4.25,0.75,1.0833,16.417,1.0886,3.0833,67.167,4.4167,1.5,2.5,2.75,4.8333,0.1667,7.9167,4,6.9167,2.4167
91.167,42.417,7.4167,43.917,32.833,31,38.25,5.4167,22.25,2.5,165.08,32.833,62.833,12.417,17.083,3.25,16.083,15,4.75,3.75,7.5833,4.3333,24.833,9.3333,9.0833,3,0.6667,3.1667,22.083,2.6667,17.333,2.5833,4.75,19.167,0.5,1.0833,1,1.25,4.8333,22.667,4.0833,0.1667,0.75,4.6667,1.0833,1.6667,15.333,1.25,2.1667,61.083,5.1667,2.5,7.9167,1.75,3.3333,0.9167,6.8333,4.4167,9.3333,2.8333
96.083,45.333,6.3333,34.333,31.333,27.583,48.25,4.8333,24.083,1.3333,152.83,37.25,56.917,11.75,17.25,3.6667,14.417,15,3.75,4.0833,6.9167,3.9167,21.083,8.0833,7.8333,2.5833,0.4167,4.3333,23.167,2.5,17.333,3.5,6.3333,17.833,0.5833,0.9167,0.9167,1,4.5833,22.25,2.75,0.25,1,3.25,0.5833,2.0833,15.25,1,1.75,70.75,3.75,2.1667,5.1667,1,4.5,2.3333,8.5833,2.5,9.0833,2.5
87.667,41.167,5.9167,37.417,32.083,28.667,43.5,4.25,23.083,1.4167,142,33.5,52.083,9.5833,13.25,3,12.5,13.667,4.4167,3.25,6.0833,2.75,21.25,9.3333,8.5833,3.5,0.9167,3.4167,21.25,2.9167,15.833,3.25,4.8333,17.5,0.0833,1.0833,0.6667,2.5,5.5,22.5,1.4167,0.1667,0.6667,2.4167,1.5,1.3333,14,1,2.25,68,3.9167,1.4167,4.1667,0.75,4.3333,1.0833,6,2.3333,7.5,2